user:id,score,leaderboard
user:999,162,leaderboard:3
user:1000,298,leaderboard:2
user:1001,387,leaderboard:2
user:1002,412,leaderboard:2
user:1003,36,leaderboard:3
user:1004,115,leaderboard:2
user:1005,178,leaderboard:2
user:1006,171,leaderboard:3
user:1007,470,leaderboard:2
user:1008,204,leaderboard:2
user:1009,367,leaderboard:3
user:1010,187,leaderboard:3
user:1011,399,leaderboard:3
user:1012,440,leaderboard:3
user:1013,368,leaderboard:2
user:1014,495,leaderboard:3
user:1015,450,leaderboard:2
user:1016,326,leaderboard:2
user:1017,50,leaderboard:2
user:1018,280,leaderboard:2
user:1019,117,leaderboard:3
user:1020,251,leaderboard:2
user:1021,383,leaderboard:2
user:1022,338,leaderboard:2
user:1023,270,leaderboard:2
user:1024,321,leaderboard:2
user:1025,130,leaderboard:2
user:1026,52,leaderboard:2
user:1027,359,leaderboard:3
user:1028,322,leaderboard:2
user:1029,360,leaderboard:3
user:1030,270,leaderboard:3
user:1031,97,leaderboard:2
user:1032,292,leaderboard:2
user:1033,244,leaderboard:3
user:1034,462,leaderboard:3
user:1035,5,leaderboard:2
user:1036,338,leaderboard:2
user:1037,183,leaderboard:2
user:1038,25,leaderboard:2
user:1039,360,leaderboard:2
user:1040,322,leaderboard:2
user:1041,273,leaderboard:2
user:1042,149,leaderboard:3
user:1043,0,leaderboard:2
user:1044,227,leaderboard:2
user:1045,490,leaderboard:2
user:1046,162,leaderboard:2
user:1047,381,leaderboard:3
user:1048,2,leaderboard:3
user:1049,198,leaderboard:3
user:1050,344,leaderboard:2
user:1051,456,leaderboard:3
user:1052,440,leaderboard:3
user:1053,273,leaderboard:2
user:1054,264,leaderboard:2
user:1055,184,leaderboard:3
user:1056,141,leaderboard:3
user:1057,110,leaderboard:3
user:1058,276,leaderboard:2
user:1059,416,leaderboard:3
user:1060,402,leaderboard:2
user:1061,245,leaderboard:2
user:1062,396,leaderboard:2
user:1063,456,leaderboard:2
user:1064,416,leaderboard:2
user:1065,129,leaderboard:2
user:1066,414,leaderboard:3
user:1067,275,leaderboard:3
user:1068,465,leaderboard:2
user:1069,268,leaderboard:3
user:1070,219,leaderboard:2
user:1071,220,leaderboard:3
user:1072,379,leaderboard:2
user:1073,82,leaderboard:3
user:1074,452,leaderboard:3
user:1075,8,leaderboard:3
user:1076,356,leaderboard:3
user:1077,277,leaderboard:3
user:1078,261,leaderboard:3
user:1079,437,leaderboard:2
user:1080,363,leaderboard:3
user:1081,429,leaderboard:2
user:1082,136,leaderboard:2
user:1083,484,leaderboard:2
user:1084,199,leaderboard:2
user:1085,235,leaderboard:3
user:1086,453,leaderboard:3
user:1087,372,leaderboard:3
user:1088,430,leaderboard:3
user:1089,40,leaderboard:2
user:1090,94,leaderboard:2
user:1091,236,leaderboard:3
user:1092,338,leaderboard:3
user:1093,302,leaderboard:3
user:1094,216,leaderboard:2
user:1095,160,leaderboard:2
user:1096,151,leaderboard:3
user:1097,85,leaderboard:2
user:1098,499,leaderboard:3
user:1099,232,leaderboard:2
user:1100,304,leaderboard:3
user:1101,19,leaderboard:2
user:1102,434,leaderboard:3
user:1103,175,leaderboard:2
user:1104,131,leaderboard:3
user:1105,359,leaderboard:3
user:1106,0,leaderboard:3
user:1107,258,leaderboard:3
user:1108,403,leaderboard:2
user:1109,412,leaderboard:2
user:1110,356,leaderboard:3
user:1111,388,leaderboard:2
user:1112,308,leaderboard:3
user:1113,68,leaderboard:3
user:1114,485,leaderboard:3
user:1115,213,leaderboard:3
user:1116,12,leaderboard:2
user:1117,100,leaderboard:3
user:1118,24,leaderboard:3
user:1119,58,leaderboard:3
user:1120,174,leaderboard:2
user:1121,156,leaderboard:2
user:1122,371,leaderboard:3
user:1123,186,leaderboard:2
user:1124,310,leaderboard:3
user:1125,38,leaderboard:3
user:1126,492,leaderboard:2
user:1127,204,leaderboard:3
user:1128,228,leaderboard:3
user:1129,435,leaderboard:3
user:1130,220,leaderboard:2
user:1131,337,leaderboard:3
user:1132,283,leaderboard:3
user:1133,233,leaderboard:3
user:1134,212,leaderboard:2
user:1135,434,leaderboard:2
user:1136,35,leaderboard:3
user:1137,353,leaderboard:2
user:1138,142,leaderboard:3
user:1139,233,leaderboard:2
user:1140,490,leaderboard:2
user:1141,326,leaderboard:3
user:1142,88,leaderboard:2
user:1143,349,leaderboard:3
user:1144,455,leaderboard:2
user:1145,413,leaderboard:3
user:1146,36,leaderboard:2
user:1147,396,leaderboard:2
user:1148,159,leaderboard:3
user:1149,116,leaderboard:3
user:1150,324,leaderboard:2
user:1151,341,leaderboard:2
user:1152,177,leaderboard:3
user:1153,332,leaderboard:2
user:1154,353,leaderboard:2
user:1155,466,leaderboard:2
user:1156,358,leaderboard:2
user:1157,171,leaderboard:2
user:1158,315,leaderboard:3
user:1159,242,leaderboard:2
user:1160,358,leaderboard:2
user:1161,193,leaderboard:3
user:1162,219,leaderboard:2
user:1163,487,leaderboard:3
user:1164,79,leaderboard:3
user:1165,351,leaderboard:3
user:1166,473,leaderboard:2
user:1167,408,leaderboard:3
user:1168,263,leaderboard:2
user:1169,439,leaderboard:2
user:1170,324,leaderboard:3
user:1171,459,leaderboard:3
user:1172,193,leaderboard:2
user:1173,155,leaderboard:2
user:1174,461,leaderboard:2
user:1175,443,leaderboard:2
user:1176,448,leaderboard:3
user:1177,203,leaderboard:3
user:1178,174,leaderboard:2
user:1179,439,leaderboard:2
user:1180,398,leaderboard:2
user:1181,431,leaderboard:3
user:1182,498,leaderboard:3
user:1183,381,leaderboard:3
user:1184,140,leaderboard:3
user:1185,83,leaderboard:3
user:1186,376,leaderboard:3
user:1187,55,leaderboard:2
user:1188,352,leaderboard:3
user:1189,149,leaderboard:3
user:1190,455,leaderboard:2
user:1191,306,leaderboard:2
user:1192,93,leaderboard:3
user:1193,98,leaderboard:3
user:1194,268,leaderboard:2
user:1195,486,leaderboard:3
user:1196,361,leaderboard:3
user:1197,9,leaderboard:3
user:1198,139,leaderboard:2
user:1199,461,leaderboard:2
user:1200,342,leaderboard:3
user:1201,183,leaderboard:2
user:1202,355,leaderboard:2
user:1203,15,leaderboard:3
user:1204,71,leaderboard:3
user:1205,321,leaderboard:2
user:1206,255,leaderboard:3
user:1207,72,leaderboard:2
user:1208,370,leaderboard:2
user:1209,219,leaderboard:3
user:1210,89,leaderboard:3
user:1211,449,leaderboard:2
user:1212,282,leaderboard:2
user:1213,208,leaderboard:3
user:1214,189,leaderboard:2
user:1215,211,leaderboard:2
user:1216,360,leaderboard:2
user:1217,201,leaderboard:2
user:1218,201,leaderboard:2
user:1219,288,leaderboard:3
user:1220,83,leaderboard:3
user:1221,297,leaderboard:2
user:1222,340,leaderboard:2
user:1223,147,leaderboard:2
user:1224,312,leaderboard:2
user:1225,278,leaderboard:3
user:1226,390,leaderboard:3
user:1227,161,leaderboard:3
user:1228,174,leaderboard:2
user:1229,207,leaderboard:3
user:1230,400,leaderboard:2
user:1231,276,leaderboard:2
user:1232,426,leaderboard:2
user:1233,37,leaderboard:2
user:1234,315,leaderboard:3
user:1235,167,leaderboard:3
user:1236,327,leaderboard:3
user:1237,243,leaderboard:2
user:1238,71,leaderboard:2
user:1239,324,leaderboard:2
user:1240,296,leaderboard:3
user:1241,7,leaderboard:2
user:1242,448,leaderboard:2
user:1243,403,leaderboard:2
user:1244,95,leaderboard:3
user:1245,364,leaderboard:2
user:1246,354,leaderboard:2
user:1247,166,leaderboard:2
user:1248,67,leaderboard:2
user:1249,2,leaderboard:3
user:1250,480,leaderboard:3
user:1251,56,leaderboard:3
user:1252,483,leaderboard:2
user:1253,87,leaderboard:3
user:1254,157,leaderboard:3
user:1255,196,leaderboard:3
user:1256,329,leaderboard:3
user:1257,33,leaderboard:2
user:1258,100,leaderboard:2
user:1259,85,leaderboard:3
user:1260,434,leaderboard:3
user:1261,120,leaderboard:2
user:1262,93,leaderboard:2
user:1263,355,leaderboard:2
user:1264,179,leaderboard:3
user:1265,153,leaderboard:2
user:1266,74,leaderboard:3
user:1267,134,leaderboard:2
user:1268,86,leaderboard:2
user:1269,167,leaderboard:3
user:1270,489,leaderboard:3
user:1271,498,leaderboard:3
user:1272,464,leaderboard:2
user:1273,224,leaderboard:3
user:1274,203,leaderboard:2
user:1275,437,leaderboard:3
user:1276,416,leaderboard:3
user:1277,436,leaderboard:2
user:1278,212,leaderboard:2
user:1279,444,leaderboard:2
user:1280,367,leaderboard:2
user:1281,210,leaderboard:2
user:1282,338,leaderboard:3
user:1283,128,leaderboard:3
user:1284,472,leaderboard:3
user:1285,28,leaderboard:2
user:1286,78,leaderboard:3
user:1287,156,leaderboard:2
user:1288,128,leaderboard:3
user:1289,247,leaderboard:3
user:1290,270,leaderboard:3
user:1291,440,leaderboard:2
user:1292,54,leaderboard:3
user:1293,17,leaderboard:3
user:1294,211,leaderboard:3
user:1295,140,leaderboard:2
user:1296,299,leaderboard:2
user:1297,328,leaderboard:3
user:1298,439,leaderboard:2
user:1299,474,leaderboard:2
user:1300,303,leaderboard:2
user:1301,125,leaderboard:3
user:1302,363,leaderboard:3
user:1303,258,leaderboard:3
user:1304,72,leaderboard:2
user:1305,113,leaderboard:2
user:1306,22,leaderboard:2
user:1307,271,leaderboard:2
user:1308,307,leaderboard:2
user:1309,64,leaderboard:3
user:1310,315,leaderboard:3
user:1311,294,leaderboard:3
user:1312,332,leaderboard:3
user:1313,460,leaderboard:3
user:1314,86,leaderboard:2
user:1315,103,leaderboard:2
user:1316,424,leaderboard:2
user:1317,194,leaderboard:2
user:1318,117,leaderboard:3
user:1319,223,leaderboard:2
user:1320,226,leaderboard:2
user:1321,423,leaderboard:2
user:1322,126,leaderboard:3
user:1323,491,leaderboard:2
user:1324,196,leaderboard:2
user:1325,316,leaderboard:2
user:1326,39,leaderboard:2
user:1327,261,leaderboard:3
user:1328,153,leaderboard:2
user:1329,67,leaderboard:2
user:1330,435,leaderboard:3
user:1331,97,leaderboard:3
user:1332,296,leaderboard:2
user:1333,17,leaderboard:2
user:1334,232,leaderboard:3
user:1335,411,leaderboard:3
user:1336,198,leaderboard:3
user:1337,101,leaderboard:2
user:1338,344,leaderboard:2
user:1339,245,leaderboard:2
user:1340,124,leaderboard:2
user:1341,113,leaderboard:3
user:1342,241,leaderboard:2
user:1343,319,leaderboard:3
user:1344,192,leaderboard:2
user:1345,426,leaderboard:3
user:1346,57,leaderboard:2
user:1347,484,leaderboard:2
user:1348,264,leaderboard:3
user:1349,363,leaderboard:3
user:1350,100,leaderboard:3
user:1351,416,leaderboard:2
user:1352,154,leaderboard:3
user:1353,342,leaderboard:3
user:1354,365,leaderboard:2
user:1355,198,leaderboard:3
user:1356,148,leaderboard:3
user:1357,259,leaderboard:2
user:1358,406,leaderboard:2
user:1359,405,leaderboard:3
user:1360,46,leaderboard:2
user:1361,278,leaderboard:2
user:1362,195,leaderboard:3
user:1363,400,leaderboard:2
user:1364,401,leaderboard:3
user:1365,317,leaderboard:3
user:1366,363,leaderboard:3
user:1367,308,leaderboard:3
user:1368,354,leaderboard:2
user:1369,24,leaderboard:3
user:1370,57,leaderboard:3
user:1371,493,leaderboard:3
user:1372,459,leaderboard:2
user:1373,404,leaderboard:2
user:1374,420,leaderboard:3
user:1375,413,leaderboard:2
user:1376,174,leaderboard:2
user:1377,78,leaderboard:3
user:1378,70,leaderboard:2
user:1379,380,leaderboard:2
user:1380,184,leaderboard:3
user:1381,288,leaderboard:3
user:1382,272,leaderboard:2
user:1383,52,leaderboard:3
user:1384,68,leaderboard:3
user:1385,352,leaderboard:2
user:1386,393,leaderboard:3
user:1387,442,leaderboard:2
user:1388,319,leaderboard:2
user:1389,214,leaderboard:3
user:1390,77,leaderboard:3
user:1391,312,leaderboard:2
user:1392,111,leaderboard:2
user:1393,87,leaderboard:3
user:1394,492,leaderboard:2
user:1395,31,leaderboard:3
user:1396,253,leaderboard:3
user:1397,408,leaderboard:3
user:1398,411,leaderboard:3
user:1399,376,leaderboard:3
user:1400,150,leaderboard:3
user:1401,468,leaderboard:2
user:1402,305,leaderboard:2
user:1403,235,leaderboard:2
user:1404,198,leaderboard:2
user:1405,81,leaderboard:3
user:1406,76,leaderboard:3
user:1407,321,leaderboard:3
user:1408,448,leaderboard:3
user:1409,60,leaderboard:2
user:1410,12,leaderboard:2
user:1411,325,leaderboard:2
user:1412,492,leaderboard:2
user:1413,97,leaderboard:2
user:1414,23,leaderboard:2
user:1415,329,leaderboard:2
user:1416,485,leaderboard:3
user:1417,278,leaderboard:3
user:1418,201,leaderboard:2
user:1419,386,leaderboard:2
user:1420,371,leaderboard:2
user:1421,101,leaderboard:3
user:1422,253,leaderboard:3
user:1423,402,leaderboard:3
user:1424,328,leaderboard:2
user:1425,281,leaderboard:2
user:1426,382,leaderboard:2
user:1427,276,leaderboard:2
user:1428,197,leaderboard:2
user:1429,37,leaderboard:3
user:1430,212,leaderboard:2
user:1431,268,leaderboard:3
user:1432,98,leaderboard:2
user:1433,253,leaderboard:2
user:1434,419,leaderboard:2
user:1435,194,leaderboard:3
user:1436,214,leaderboard:3
user:1437,101,leaderboard:2
user:1438,298,leaderboard:3
user:1439,320,leaderboard:3
user:1440,211,leaderboard:2
user:1441,194,leaderboard:2
user:1442,54,leaderboard:2
user:1443,234,leaderboard:3
user:1444,74,leaderboard:2
user:1445,303,leaderboard:2
user:1446,239,leaderboard:3
user:1447,47,leaderboard:2
user:1448,142,leaderboard:3
user:1449,454,leaderboard:2
user:1450,348,leaderboard:2
user:1451,450,leaderboard:2
user:1452,464,leaderboard:3
user:1453,441,leaderboard:3
user:1454,210,leaderboard:3
user:1455,15,leaderboard:2
user:1456,159,leaderboard:2
user:1457,376,leaderboard:2
user:1458,483,leaderboard:3
user:1459,71,leaderboard:3
user:1460,313,leaderboard:3
user:1461,400,leaderboard:2
user:1462,197,leaderboard:2
user:1463,138,leaderboard:2
user:1464,33,leaderboard:3
user:1465,22,leaderboard:2
user:1466,471,leaderboard:2
user:1467,142,leaderboard:3
user:1468,175,leaderboard:2
user:1469,347,leaderboard:3
user:1470,237,leaderboard:2
user:1471,34,leaderboard:2
user:1472,386,leaderboard:3
user:1473,111,leaderboard:3
user:1474,482,leaderboard:3
user:1475,474,leaderboard:2
user:1476,496,leaderboard:2
user:1477,461,leaderboard:2
user:1478,280,leaderboard:2
user:1479,444,leaderboard:3
user:1480,480,leaderboard:3
user:1481,389,leaderboard:3
user:1482,87,leaderboard:2
user:1483,422,leaderboard:2
user:1484,135,leaderboard:2
user:1485,36,leaderboard:2
user:1486,54,leaderboard:3
user:1487,286,leaderboard:2
user:1488,323,leaderboard:2
user:1489,305,leaderboard:3
user:1490,369,leaderboard:3
user:1491,138,leaderboard:2
user:1492,81,leaderboard:3
user:1493,349,leaderboard:2
user:1494,431,leaderboard:2
user:1495,50,leaderboard:3
user:1496,155,leaderboard:3
user:1497,467,leaderboard:2
user:1498,454,leaderboard:3
user:1499,66,leaderboard:2
user:1500,486,leaderboard:3
user:1501,365,leaderboard:3
user:1502,426,leaderboard:3
user:1503,359,leaderboard:2
user:1504,455,leaderboard:3
user:1505,2,leaderboard:2
user:1506,165,leaderboard:2
user:1507,65,leaderboard:2
user:1508,220,leaderboard:2
user:1509,427,leaderboard:3
user:1510,82,leaderboard:2
user:1511,164,leaderboard:3
user:1512,256,leaderboard:2
user:1513,48,leaderboard:3
user:1514,104,leaderboard:2
user:1515,188,leaderboard:2
user:1516,298,leaderboard:2
user:1517,268,leaderboard:3
user:1518,107,leaderboard:2
user:1519,143,leaderboard:3
user:1520,177,leaderboard:3
user:1521,240,leaderboard:3
user:1522,97,leaderboard:3
user:1523,252,leaderboard:2
user:1524,155,leaderboard:3
user:1525,223,leaderboard:2
user:1526,276,leaderboard:2
user:1527,1,leaderboard:2
user:1528,210,leaderboard:3
user:1529,180,leaderboard:3
user:1530,86,leaderboard:2
user:1531,462,leaderboard:3
user:1532,351,leaderboard:3
user:1533,229,leaderboard:2
user:1534,226,leaderboard:2
user:1535,30,leaderboard:2
user:1536,410,leaderboard:2
user:1537,3,leaderboard:2
user:1538,137,leaderboard:2
user:1539,3,leaderboard:3
user:1540,445,leaderboard:3
user:1541,262,leaderboard:2
user:1542,383,leaderboard:3
user:1543,348,leaderboard:3
user:1544,276,leaderboard:3
user:1545,265,leaderboard:2
user:1546,383,leaderboard:2
user:1547,86,leaderboard:2
user:1548,368,leaderboard:2
user:1549,27,leaderboard:2
user:1550,412,leaderboard:2
user:1551,423,leaderboard:3
user:1552,241,leaderboard:2
user:1553,28,leaderboard:3
user:1554,354,leaderboard:2
user:1555,120,leaderboard:3
user:1556,273,leaderboard:2
user:1557,306,leaderboard:2
user:1558,186,leaderboard:2
user:1559,78,leaderboard:2
user:1560,281,leaderboard:2
user:1561,123,leaderboard:2
user:1562,244,leaderboard:2
user:1563,256,leaderboard:3
user:1564,459,leaderboard:3
user:1565,31,leaderboard:2
user:1566,398,leaderboard:3
user:1567,304,leaderboard:3
user:1568,330,leaderboard:3
user:1569,194,leaderboard:2
user:1570,307,leaderboard:3
user:1571,213,leaderboard:2
user:1572,82,leaderboard:3
user:1573,246,leaderboard:2
user:1574,76,leaderboard:3
user:1575,345,leaderboard:3
user:1576,256,leaderboard:2
user:1577,279,leaderboard:3
user:1578,205,leaderboard:3
user:1579,388,leaderboard:3
user:1580,13,leaderboard:3
user:1581,260,leaderboard:3
user:1582,370,leaderboard:3
user:1583,126,leaderboard:2
user:1584,332,leaderboard:3
user:1585,265,leaderboard:2
user:1586,235,leaderboard:2
user:1587,400,leaderboard:2
user:1588,292,leaderboard:2
user:1589,410,leaderboard:3
user:1590,113,leaderboard:3
user:1591,229,leaderboard:2
user:1592,212,leaderboard:3
user:1593,225,leaderboard:2
user:1594,16,leaderboard:2
user:1595,343,leaderboard:3
user:1596,300,leaderboard:2
user:1597,492,leaderboard:3
user:1598,296,leaderboard:2
user:1599,264,leaderboard:2
user:1600,89,leaderboard:3
user:1601,230,leaderboard:2
user:1602,302,leaderboard:2
user:1603,121,leaderboard:2
user:1604,345,leaderboard:3
user:1605,25,leaderboard:3
user:1606,188,leaderboard:2
user:1607,58,leaderboard:3
user:1608,306,leaderboard:3
user:1609,393,leaderboard:2
user:1610,260,leaderboard:2
user:1611,405,leaderboard:2
user:1612,27,leaderboard:2
user:1613,148,leaderboard:3
user:1614,495,leaderboard:2
user:1615,280,leaderboard:3
user:1616,336,leaderboard:2
user:1617,482,leaderboard:2
user:1618,136,leaderboard:2
user:1619,337,leaderboard:3
user:1620,337,leaderboard:2
user:1621,84,leaderboard:3
user:1622,55,leaderboard:2
user:1623,175,leaderboard:2
user:1624,156,leaderboard:3
user:1625,109,leaderboard:2
user:1626,381,leaderboard:3
user:1627,259,leaderboard:3
user:1628,100,leaderboard:2
user:1629,206,leaderboard:2
user:1630,190,leaderboard:2
user:1631,257,leaderboard:2
user:1632,181,leaderboard:2
user:1633,98,leaderboard:2
user:1634,421,leaderboard:2
user:1635,354,leaderboard:3
user:1636,470,leaderboard:3
user:1637,381,leaderboard:3
user:1638,476,leaderboard:3
user:1639,403,leaderboard:2
user:1640,41,leaderboard:2
user:1641,261,leaderboard:3
user:1642,394,leaderboard:3
user:1643,222,leaderboard:3
user:1644,336,leaderboard:3
user:1645,408,leaderboard:3
user:1646,300,leaderboard:3
user:1647,442,leaderboard:2
user:1648,96,leaderboard:3
user:1649,463,leaderboard:2
user:1650,282,leaderboard:2
user:1651,23,leaderboard:2
user:1652,91,leaderboard:2
user:1653,444,leaderboard:3
user:1654,216,leaderboard:3
user:1655,431,leaderboard:3
user:1656,248,leaderboard:3
user:1657,439,leaderboard:2
user:1658,16,leaderboard:2
user:1659,474,leaderboard:3
user:1660,387,leaderboard:3
user:1661,495,leaderboard:2
user:1662,213,leaderboard:2
user:1663,455,leaderboard:2
user:1664,177,leaderboard:3
user:1665,492,leaderboard:2
user:1666,226,leaderboard:3
user:1667,67,leaderboard:2
user:1668,61,leaderboard:2
user:1669,129,leaderboard:3
user:1670,161,leaderboard:3
user:1671,406,leaderboard:3
user:1672,313,leaderboard:3
user:1673,298,leaderboard:3
user:1674,472,leaderboard:2
user:1675,47,leaderboard:3
user:1676,115,leaderboard:3
user:1677,220,leaderboard:3
user:1678,303,leaderboard:3
user:1679,317,leaderboard:2
user:1680,428,leaderboard:3
user:1681,190,leaderboard:2
user:1682,375,leaderboard:3
user:1683,285,leaderboard:2
user:1684,197,leaderboard:2
user:1685,130,leaderboard:3
user:1686,294,leaderboard:3
user:1687,459,leaderboard:3
user:1688,400,leaderboard:2
user:1689,391,leaderboard:2
user:1690,225,leaderboard:3
user:1691,308,leaderboard:3
user:1692,176,leaderboard:2
user:1693,406,leaderboard:3
user:1694,427,leaderboard:2
user:1695,34,leaderboard:3
user:1696,300,leaderboard:3
user:1697,321,leaderboard:3
user:1698,253,leaderboard:2
user:1699,388,leaderboard:3
user:1700,56,leaderboard:2
user:1701,134,leaderboard:2
user:1702,278,leaderboard:3
user:1703,415,leaderboard:2
user:1704,76,leaderboard:3
user:1705,217,leaderboard:3
user:1706,376,leaderboard:3
user:1707,200,leaderboard:2
user:1708,49,leaderboard:2
user:1709,276,leaderboard:3
user:1710,162,leaderboard:2
user:1711,6,leaderboard:2
user:1712,262,leaderboard:3
user:1713,407,leaderboard:2
user:1714,367,leaderboard:3
user:1715,199,leaderboard:3
user:1716,288,leaderboard:3
user:1717,394,leaderboard:3
user:1718,402,leaderboard:3
user:1719,450,leaderboard:3
user:1720,226,leaderboard:3
user:1721,251,leaderboard:2
user:1722,495,leaderboard:3
user:1723,479,leaderboard:3
user:1724,284,leaderboard:2
user:1725,322,leaderboard:3
user:1726,25,leaderboard:2
user:1727,488,leaderboard:2
user:1728,129,leaderboard:3
user:1729,337,leaderboard:2
user:1730,345,leaderboard:2
user:1731,498,leaderboard:2
user:1732,326,leaderboard:3
user:1733,456,leaderboard:2
user:1734,148,leaderboard:3
user:1735,438,leaderboard:2
user:1736,366,leaderboard:2
user:1737,186,leaderboard:3
user:1738,119,leaderboard:3
user:1739,211,leaderboard:2
user:1740,197,leaderboard:3
user:1741,457,leaderboard:2
user:1742,432,leaderboard:2
user:1743,377,leaderboard:3
user:1744,411,leaderboard:2
user:1745,312,leaderboard:2
user:1746,361,leaderboard:2
user:1747,225,leaderboard:3
user:1748,151,leaderboard:2
user:1749,298,leaderboard:3
user:1750,101,leaderboard:3
user:1751,226,leaderboard:2
user:1752,88,leaderboard:2
user:1753,144,leaderboard:2
user:1754,176,leaderboard:3
user:1755,265,leaderboard:2
user:1756,268,leaderboard:2
user:1757,199,leaderboard:2
user:1758,146,leaderboard:3
user:1759,58,leaderboard:3
user:1760,430,leaderboard:3
user:1761,390,leaderboard:2
user:1762,120,leaderboard:3
user:1763,327,leaderboard:3
user:1764,391,leaderboard:2
user:1765,122,leaderboard:3
user:1766,488,leaderboard:3
user:1767,113,leaderboard:3
user:1768,412,leaderboard:2
user:1769,117,leaderboard:3
user:1770,87,leaderboard:2
user:1771,57,leaderboard:2
user:1772,2,leaderboard:2
user:1773,136,leaderboard:2
user:1774,451,leaderboard:2
user:1775,63,leaderboard:2
user:1776,458,leaderboard:2
user:1777,376,leaderboard:3
user:1778,133,leaderboard:3
user:1779,470,leaderboard:2
user:1780,1,leaderboard:2
user:1781,58,leaderboard:2
user:1782,66,leaderboard:2
user:1783,262,leaderboard:2
user:1784,267,leaderboard:3
user:1785,373,leaderboard:3
user:1786,285,leaderboard:2
user:1787,304,leaderboard:3
user:1788,487,leaderboard:3
user:1789,432,leaderboard:2
user:1790,325,leaderboard:3
user:1791,297,leaderboard:3
user:1792,110,leaderboard:2
user:1793,305,leaderboard:2
user:1794,49,leaderboard:2
user:1795,382,leaderboard:2
user:1796,265,leaderboard:2
user:1797,22,leaderboard:3
user:1798,132,leaderboard:3
user:1799,296,leaderboard:2
user:1800,374,leaderboard:2
user:1801,78,leaderboard:3
user:1802,411,leaderboard:3
user:1803,17,leaderboard:2
user:1804,413,leaderboard:2
user:1805,103,leaderboard:2
user:1806,343,leaderboard:2
user:1807,79,leaderboard:2
user:1808,275,leaderboard:3
user:1809,280,leaderboard:2
user:1810,280,leaderboard:3
user:1811,76,leaderboard:3
user:1812,391,leaderboard:3
user:1813,491,leaderboard:2
user:1814,380,leaderboard:2
user:1815,346,leaderboard:3
user:1816,264,leaderboard:2
user:1817,400,leaderboard:2
user:1818,437,leaderboard:2
user:1819,9,leaderboard:2
user:1820,291,leaderboard:3
user:1821,343,leaderboard:2
user:1822,62,leaderboard:2
user:1823,248,leaderboard:2
user:1824,292,leaderboard:3
user:1825,391,leaderboard:3
user:1826,176,leaderboard:3
user:1827,193,leaderboard:2
user:1828,425,leaderboard:3
user:1829,424,leaderboard:3
user:1830,387,leaderboard:2
user:1831,276,leaderboard:3
user:1832,198,leaderboard:3
user:1833,324,leaderboard:2
user:1834,456,leaderboard:3
user:1835,147,leaderboard:3
user:1836,132,leaderboard:3
user:1837,116,leaderboard:3
user:1838,156,leaderboard:2
user:1839,76,leaderboard:3
user:1840,163,leaderboard:3
user:1841,491,leaderboard:2
user:1842,498,leaderboard:3
user:1843,230,leaderboard:3
user:1844,247,leaderboard:3
user:1845,104,leaderboard:3
user:1846,443,leaderboard:2
user:1847,355,leaderboard:2
user:1848,220,leaderboard:2
user:1849,441,leaderboard:2
user:1850,401,leaderboard:3
user:1851,111,leaderboard:2
user:1852,331,leaderboard:3
user:1853,294,leaderboard:3
user:1854,19,leaderboard:3
user:1855,257,leaderboard:2
user:1856,20,leaderboard:3
user:1857,64,leaderboard:2
user:1858,447,leaderboard:3
user:1859,389,leaderboard:2
user:1860,404,leaderboard:3
user:1861,125,leaderboard:3
user:1862,7,leaderboard:3
user:1863,116,leaderboard:3
user:1864,106,leaderboard:2
user:1865,460,leaderboard:2
user:1866,438,leaderboard:2
user:1867,396,leaderboard:2
user:1868,497,leaderboard:2
user:1869,76,leaderboard:3
user:1870,121,leaderboard:3
user:1871,204,leaderboard:2
user:1872,118,leaderboard:2
user:1873,442,leaderboard:3
user:1874,477,leaderboard:2
user:1875,305,leaderboard:2
user:1876,16,leaderboard:3
user:1877,300,leaderboard:3
user:1878,13,leaderboard:3
user:1879,155,leaderboard:3
user:1880,461,leaderboard:3
user:1881,187,leaderboard:3
user:1882,278,leaderboard:3
user:1883,330,leaderboard:2
user:1884,2,leaderboard:3
user:1885,429,leaderboard:2
user:1886,338,leaderboard:3
user:1887,408,leaderboard:2
user:1888,90,leaderboard:2
user:1889,109,leaderboard:3
user:1890,176,leaderboard:3
user:1891,400,leaderboard:3
user:1892,14,leaderboard:2
user:1893,217,leaderboard:2
user:1894,296,leaderboard:3
user:1895,118,leaderboard:3
user:1896,200,leaderboard:3
user:1897,227,leaderboard:2
user:1898,170,leaderboard:3
user:1899,329,leaderboard:3
user:1900,475,leaderboard:3
user:1901,331,leaderboard:3
user:1902,29,leaderboard:2
user:1903,118,leaderboard:3
user:1904,223,leaderboard:2
user:1905,361,leaderboard:3
user:1906,426,leaderboard:2
user:1907,118,leaderboard:3
user:1908,458,leaderboard:3
user:1909,209,leaderboard:2
user:1910,373,leaderboard:3
user:1911,131,leaderboard:3
user:1912,176,leaderboard:2
user:1913,157,leaderboard:2
user:1914,310,leaderboard:2
user:1915,166,leaderboard:2
user:1916,3,leaderboard:2
user:1917,32,leaderboard:3
user:1918,90,leaderboard:2
user:1919,78,leaderboard:2
user:1920,1,leaderboard:3
user:1921,53,leaderboard:3
user:1922,130,leaderboard:3
user:1923,279,leaderboard:2
user:1924,187,leaderboard:2
user:1925,483,leaderboard:3
user:1926,338,leaderboard:3
user:1927,414,leaderboard:3
user:1928,202,leaderboard:2
user:1929,414,leaderboard:2
user:1930,429,leaderboard:2
